fieldsurfacetype,streetno,sportsplayed,facilityname,numberfieldcourts,facilitycondition,facilityupgradeage,facility_id,postcode,facilityage,streettype,changerooms,longitude,latitude,faciltysportplayedid,objectid,suburbtown,lga,streetname
null,230,Basketball,Balwyn Leisure Centre,1,2. Poor,11 + Years,BOROON11005,3104,26 - 50 Years,Road,"Female, Male",145.08444,-37.801945,25202,1226,BALWYN NORTH,BOROONDARA,Balwyn
null,null,Basketball,Boroondara Sports Complex,3,5. Very Good,N/A,BOROON11008,3104,6 - 10 Years,Road,"Female, Male",145.087004,-37.803522,25212,1227,BALWYN NORTH,BOROONDARA,Belmore
Dirt,null,BMX,Hill 'n' Dale BMX Park,1,4. Good,null,BOROON11042,3146,6 - 10 Years,Road,null,145.075659,-37.856915,25334,1228,GLEN IRIS,BOROONDARA,Summerhill
Concrete,387,BMX,Junction Skate and BMX Park,1,4. Good,1 - 5 Years,BOROON11045,3123,11 - 25 Years,Road,null,145.051567,-37.83078,25336,1229,HAWTHORN EAST,BOROONDARA,Riversdale
Synthetic Pitch,7,Cricket,Anderson Park,2,4. Good,1 - 5 Years,BOROON10998,3123,0 - 5 Years,Street,"Female, Male, Umpire/Officials",145.048617,-37.839707,25183,1230,HAWTHORN EAST,BOROONDARA,Anderson
Turf Pitch,339,Cricket,Ashburton Park,1,4. Good,1 - 5 Years,BOROON11000,3147,0 - 5 Years,Street,"Female, Male, Umpire/Officials",145.087068,-37.863211,25186,1231,ASHBURTON,BOROONDARA,High
Concrete Pitch,423,Cricket,Auburn Quarry Reserve,1,2. Poor,N/A,BOROON11003,3123,11 - 25 Years,Road,"Male, Umpire/Officials",145.042996,-37.840687,25197,1232,HAWTHORN EAST,BOROONDARA,Auburn
Turf Pitch,4,Cricket,Balwyn Park,1,3. Average,N/A,BOROON11006,3103,6 - 10 Years,Road,"Umpire/Officials, Unisex",145.078117,-37.814139,25207,1233,BALWYN,BOROONDARA,Cherry
Synthetic Pitch,4,Cricket,Balwyn Park,1,4. Good,N/A,BOROON11006,3103,0 - 5 Years,Road,"Umpire/Officials, Unisex",145.078117,-37.814139,25208,1234,BALWYN,BOROONDARA,Cherry
Turf Pitch,20-28,Cricket,Burke Road South Reserve,1,1. Very Poor,1 - 5 Years,BOROON11010,3122,11 - 25 Years,Avenue,"Umpire/Officials, Unisex",145.050524,-37.84867,25218,1235,HAWTHORN,BOROONDARA,Sinclair
Turf Pitch,282,Cricket,Burwood Reserve,1,3. Average,New facility under construction,BOROON11013,3125,11 - 25 Years,Road,"Umpire/Officials, Unisex",145.093232,-37.854181,25223,1236,BURWOOD,BOROONDARA,Warrigal
Synthetic Pitch,282,Cricket,Burwood Reserve,1,3. Average,New facility under construction,BOROON11013,3125,11 - 25 Years,Road,"Umpire/Officials, Unisex",145.093232,-37.854181,25222,1237,BURWOOD,BOROONDARA,Warrigal
Turf Pitch,420,Cricket,Camberwell Sports Ground,1,3. Average,N/A,BOROON11015,3124,26 - 50 Years,Road,"Umpire/Officials, Unisex",145.062361,-37.837923,25225,1238,CAMBERWELL,BOROONDARA,Camberwell
Turf Pitch,25,Cricket,Canterbury Sports Ground,1,5. Very Good,N/A,BOROON11016,3127,0 - 5 Years,Road,"Umpire/Officials, Unisex",145.088271,-37.822223,25227,1239,SURREY HILLS,BOROONDARA,Croydon
Synthetic Pitch,138,Cricket,Cooper Reserve,1,null,null,BOROON11018,3125,null,Road,null,145.096056,-37.839923,25230,1240,BURWOOD,BOROONDARA,Warrigal
Turf Pitch,118,Cricket,Deepdene Park,1,3. Average,< 1 Years,BOROON11019,3103,11 - 25 Years,Road,"Umpire/Officials, Unisex",145.067802,-37.812824,25231,1241,BALWYN,BOROONDARA,Whitehorse
Synthetic Pitch,22,Cricket,Dorothy Laver Reserve,3,3. Average,1 - 5 Years,BOROON11020,3146,11 - 25 Years,Street,"Umpire/Officials, Unisex",145.063389,-37.865795,25233,1242,GLEN IRIS,BOROONDARA,Dunlop
Turf Pitch,1A,Cricket,Eric Raven Reserve,1,5. Very Good,N/A,BOROON11021,3146,0 - 5 Years,Street,"Female, Male, Umpire/Officials, Unisex",145.062932,-37.861431,25235,1243,GLEN IRIS,BOROONDARA,High
Concrete Pitch,null,Cricket,Fairview Park,2,null,null,BOROON11022,3122,null,Street,null,145.028275,-37.830015,25237,1244,HAWTHORN,BOROONDARA,Fairview
Synthetic Pitch,100,Cricket,Ferndale Park,1,3. Average,N/A,BOROON11023,3146,6 - 10 Years,Road,"Female, Male, Umpire/Officials",145.068359,-37.853075,25239,1245,GLEN IRIS,BOROONDARA,Glen Iris
Synthetic Pitch,25,Cricket,Frog Hollow Reserve,1,3. Average,N/A,BOROON11026,3124,6 - 10 Years,Avenue,"Umpire/Officials, Unisex",145.072328,-37.837688,25244,1246,CAMBERWELL,BOROONDARA,Fordham
Synthetic Pitch,230,Cricket,Gordon Barnard Reserve,1,5. Very Good,N/A,BOROON11031,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials, Unisex",145.085669,-37.801015,25255,1247,BALWYN NORTH,BOROONDARA,Balwyn
Turf Pitch,230,Cricket,Gordon Barnard Reserve,1,5. Very Good,N/A,BOROON11031,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials, Unisex",145.085669,-37.801015,25254,1248,BALWYN NORTH,BOROONDARA,Balwyn
Synthetic Pitch,11,Cricket,Greythorn Park,1,3. Average,N/A,BOROON11034,3104,6 - 10 Years,Street,"Umpire/Officials, Unisex",145.09298,-37.798038,25261,1249,BALWYN NORTH,BOROONDARA,Alpha
Synthetic Pitch,19A,Cricket,Hartwell Sports Ground,2,3. Average,N/A,BOROON11037,3125,6 - 10 Years,Road,"Umpire/Officials, Unisex",145.08707,-37.854419,25264,1250,BURWOOD,BOROONDARA,Bath
Synthetic Pitch,null,Cricket,Hays Paddock,2,5. Very Good,New facility under construction,BOROON11040,3102,0 - 5 Years,Road,"Female, Male, Umpire/Officials, Unisex",145.058406,-37.789057,25267,1251,KEW EAST,BOROONDARA,Kibly
Synthetic Pitch,840,Cricket,Highfield Park,2,4. Good,Upgrade in progress,BOROON11041,3124,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.085343,-37.836192,25269,1252,CAMBERWELL,BOROONDARA,Riversdale
Synthetic Pitch,209,Cricket,Hislop Park,3,3. Average,N/A,BOROON11043,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.081957,-37.800121,25271,1253,BALWYN NORTH,BOROONDARA,Balwyn
Synthetic Pitch,332,Cricket,Howard Dawson Reserve,1,3. Average,N/A,BOROON11044,3146,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.054364,-37.850766,25273,1254,GLEN IRIS,BOROONDARA,Burke
Synthetic Pitch,285,Cricket,Leigh Park,1,4. Good,N/A,BOROON11050,3104,0 - 5 Years,Road,"Umpire/Officials, Unisex",145.08484,-37.790274,25282,1255,BALWYN NORTH,BOROONDARA,Balwyn
Synthetic Pitch,210,Cricket,Lynden Park,3,4. Good,N/A,BOROON11051,3125,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.086068,-37.843645,25284,1256,BURWOOD,BOROONDARA,Highfield
Synthetic Pitch,101,Cricket,Macleay Park,3,4. Good,N/A,BOROON11052,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.074195,-37.800369,25287,1257,BALWYN NORTH,BOROONDARA,Belmore
Turf Pitch,101,Cricket,Macleay Park,1,4. Good,N/A,BOROON11052,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.074195,-37.800369,25286,1258,BALWYN NORTH,BOROONDARA,Belmore
Synthetic Pitch,null,Cricket,Markham Reserve,1,3. Average,N/A,BOROON11053,3147,0 - 5 Years,Avenue,"Male, Umpire/Officials",145.082091,-37.87221,25289,1259,ASHBURTON,BOROONDARA,Markham
Synthetic Pitch,101,Cricket,Myrtle Park,2,3. Average,N/A,BOROON11073,3104,0 - 5 Years,Road,Male,145.071152,-37.7995,25323,1260,BALWYN NORTH,BOROONDARA,Belmore
Concrete Pitch,37,Cricket,Nettleton Park,2,3. Average,N/A,BOROON11057,3146,6 - 10 Years,Parade,"Umpire/Officials, Unisex",145.059627,-37.854201,25292,1261,GLEN IRIS,BOROONDARA,Gardiner
Turf Pitch,95,Cricket,Rathmines Road Reserve,1,3. Average,N/A,BOROON11060,3123,6 - 10 Years,Road,"Female, Male, Umpire/Officials",145.053925,-37.819793,25294,1262,HAWTHORN EAST,BOROONDARA,Rathmines
Synthetic Pitch,null,Cricket,Reservoir Reserve,1,null,null,BOROON11061,3101,null,Road,null,145.058222,-37.811389,25295,1263,KEW,BOROONDARA,Grange
Turf Pitch,4,Cricket,Saint James Park,1,3. Average,N/A,BOROON11062,3122,6 - 10 Years,Road,"Umpire/Officials, Unisex",145.021293,-37.820254,25297,1264,HAWTHORN,BOROONDARA,Burwood
Synthetic Pitch,115,Cricket,Stradbroke Park,1,5. Very Good,N/A,BOROON11063,3102,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.061077,-37.799252,25300,1265,KEW EAST,BOROONDARA,Harp
Turf Pitch,115,Cricket,Stradbroke Park,1,null,null,BOROON11063,3102,null,Road,null,145.061077,-37.799252,25301,1266,KEW EAST,BOROONDARA,Harp
Synthetic Pitch,null,Cricket,Swinburne Reserve,1,null,null,BOROON11064,3123,null,Road,null,145.051164,-37.828503,25304,1267,HAWTHORN EAST,BOROONDARA,Camberwell
Turf Pitch,490,Cricket,Victoria Park,2,5. Very Good,Upgrade in progress,BOROON11065,3101,0 - 5 Years,Street,"Umpire/Officials, Unisex",145.047314,-37.802717,25307,1268,KEW,BOROONDARA,High
Synthetic Pitch,15,Cricket,Victoria Road Reserve,1,3. Average,N/A,BOROON11066,3122,6 - 10 Years,Road,"Umpire/Officials, Unisex",145.047407,-37.821485,25309,1269,HAWTHORN,BOROONDARA,Victoria
Concrete Pitch,7,Cricket,Warner Reserve,1,3. Average,N/A,BOROON11068,3147,0 - 5 Years,Avenue,"Umpire/Officials, Unisex",145.0842,-37.86792,25312,1270,ASHBURTON,BOROONDARA,Samarinda
Turf Pitch,58,Cricket,Watson Park,1,4. Good,N/A,BOROON11069,3147,0 - 5 Years,Street,"Umpire/Officials, Unisex",145.074431,-37.869496,25315,1271,ASHBURTON,BOROONDARA,Munro
Synthetic Pitch,10,Cricket,Willison Park,1,4. Good,N/A,BOROON11070,3124,0 - 5 Years,Avenue,"Umpire/Officials, Unisex",145.071687,-37.839196,25317,1272,CAMBERWELL,BOROONDARA,Culliton
Concrete Pitch,27,Cricket,Willsmere Reserve,1,3. Average,N/A,BOROON11071,3102,6 - 10 Years,Grove,"Umpire/Officials, Unisex",145.044497,-37.789651,25318,1273,KEW EAST,BOROONDARA,Willow
null,41,Croquet,Glenferrie Hill Bowls Club,null,null,null,BOROON11028,3122,null,Street,null,145.035,-37.8325,25248,1274,HAWTHORN,BOROONDARA,Glen
null,null,Cycling,HA Smith Velodrome,null,null,null,BOROON11036,3122,null,Road,null,145.039426,-37.838406,25263,1275,HAWTHORN,BOROONDARA,Auburn
null,8,Fitness / Gymnasium Workouts,Ashburton Pool and Recreation Centre,2,4. Good,N/A,BOROON11001,3147,11 - 25 Years,Avenue,"Female, Male",145.085201,-37.866851,25191,1276,ASHBURTON,BOROONDARA,Warner
null,230,Fitness / Gymnasium Workouts,Balwyn Leisure Centre,0,2. Poor,11 + Years,BOROON11005,3104,26 - 50 Years,Road,"Female, Male",145.08444,-37.801945,25203,1277,BALWYN NORTH,BOROONDARA,Balwyn
null,849,Fitness / Gymnasium Workouts,Body World Camberwell,null,null,null,BOROON5548,3124,null,Road,null,145.05745,-37.825034,27895,1278,CAMBERWELL,BOROONDARA,Burwood
null,849,Fitness / Gymnasium Workouts,Body World Hawthorn East,null,null,null,BOROON11007,3123,null,Road,null,145.057498,-37.825123,25210,1279,HAWTHORN EAST,BOROONDARA,Burwood
null,null,Fitness / Gymnasium Workouts,Boroondara Sports Complex,1,5. Very Good,N/A,BOROON11008,3104,6 - 10 Years,Road,"Female, Male",145.087004,-37.803522,25213,1280,BALWYN NORTH,BOROONDARA,Belmore
null,1/304,Fitness / Gymnasium Workouts,Complete Mind & Body,null,null,null,BOROON5546,3104,null,Road,null,145.094619,-37.791733,27893,1281,BALWYN NORTH,BOROONDARA,Doncaster
null,null,Fitness / Gymnasium Workouts,Contours Hawthorn,null,null,null,BOROON11017,3122,null,Road,null,145.035964,-37.817632,25229,1282,HAWTHORN,BOROONDARA,Glenferrie
null,289,Fitness / Gymnasium Workouts,Curves  Ashburton,null,null,null,MONASH12004,3147,null,Street,null,145.081475,-37.863358,19729,1283,ASHBURTON,BOROONDARA,High
null,530,Fitness / Gymnasium Workouts,Curves Camberwell,null,null,null,BOROON5549,3124,null,Road,null,145.058105,-37.831625,27896,1284,CAMBERWELL,BOROONDARA,Riversdale
null,12,Fitness / Gymnasium Workouts,Fernwood Women's Health Club Camberwell,null,null,null,BOROON11024,3124,null,Road,null,145.048725,-37.824678,25242,1285,CAMBERWELL,BOROONDARA,Camberwell
null,793,Fitness / Gymnasium Workouts,Goodlife Health Club Camberwell,null,null,null,BOROON11027,3124,null,Road,null,145.056411,-37.828742,25247,1286,CAMBERWELL,BOROONDARA,Burke
null,149,Fitness / Gymnasium Workouts,Goodlife Health Clubs Balwyn,null,null,null,BOROON11030,3103,null,Road,null,145.067857,-37.811453,25252,1287,BALWYN,BOROONDARA,Whitehorse
null,6,Fitness / Gymnasium Workouts,Grace Park Tennis,null,null,null,BOROON11032,3122,null,Crescent,null,145.029343,-37.82028,25256,1288,HAWTHORN,BOROONDARA,Hilda
null,null,Fitness / Gymnasium Workouts,Hawthorn Aquatic and Leisure Centre,null,null,New facility under construction,BOROON11111,3122,0 - 5 Years,Crescent,null,145.033478,-37.820839,25845,1289,HAWTHORN,BOROONDARA,Linda
null,317,Fitness / Gymnasium Workouts,Inspire Fitness for Wellbeing,null,null,null,BOROON5547,3104,null,Road,null,145.095296,-37.790861,27894,1290,NORTH BALWYN,BOROONDARA,Doncaster
null,383,Fitness / Gymnasium Workouts,Kew Recreation Centre,3,5. Very Good,< 1 Years,BOROON11049,3101,11 - 25 Years,Street,"Female, Male",145.03848,-37.803608,25278,1291,KEW,BOROONDARA,High
null,13,Fitness / Gymnasium Workouts,Tai-Chi with Tibor,null,null,null,BOROON5550,3124,null,Street,null,145.094421,-37.840895,27897,1292,CAMBERWELL,BOROONDARA,Morey
null,1117,Fitness / Gymnasium Workouts,Vital Habits Personal Training,null,null,null,BOROON11067,3124,null,Road,null,145.076,-37.848,25311,1293,CAMBERWELL,BOROONDARA,Toorak
null,558,Fitness / Gymnasium Workouts,Your Gym Surrey Hills,null,null,null,BOROON11072,3127,null,Road,null,145.099815,-37.815214,25321,1294,SURREY HILLS,BOROONDARA,Whitehorse
18 Hole Course - Public,null,Golf,Freeway Golf Course,null,5. Very Good,< 1 Years,BOROON11025,3104,0 - 5 Years,Street,"Female, Male",145.073625,-37.780748,25243,1295,BALWYN NORTH,BOROONDARA,Columba
18 Hole Course - Private,51,Golf,Green Acres Golf Club,null,null,null,BOROON11033,3102,null,Grove,null,145.047124,-37.786522,25259,1296,KEW EAST,BOROONDARA,Elm
18 Hole Course - Private,120,Golf,Kew Golf Club,null,null,null,BOROON11047,3102,null,Road,null,145.0553,-37.786667,25276,1297,KEW EAST,BOROONDARA,Belford
null,230,Gymnastics,Balwyn Leisure Centre,1,2. Poor,11 + Years,BOROON11005,3104,26 - 50 Years,Road,"Female, Male",145.08444,-37.801945,25204,1298,BALWYN NORTH,BOROONDARA,Balwyn
null,207,Gymnastics,MLC Gymnastic Club (Methodist Ladies College),null,null,null,BOROON11480,3101,null,Road,null,145.038434,-37.814721,27308,1299,KEW,BOROONDARA,Barkers
null,12,Gymnastics,Ruyton Rhythmic Gymnastic,null,null,null,BOROON11481,3101,null,Road,null,145.038678,-37.812364,27309,1300,KEW,BOROONDARA,Selbourne
null,429,Gymnastics,Skylark Sports (Bialik College- Gringlas Sports Centre),null,null,null,BOROON11475,3123,null,Road,null,145.041228,-37.842966,27310,1301,HAWTHORN EAST,BOROONDARA,Auburn
null,34,Gymnastics,Strathcona Rythmic Gymnastic Club (Strathcona Baptist Girls Grammar),null,null,null,BOROON11457,3126,null,Street,null,145.079477,-37.830765,27311,1302,CANTERBURY,BOROONDARA,Scott
Artificial Turf,null,Hockey,Hawthorn - Malvern Hockey Centre,2,null,null,BOROON11292,3122,null,Road,null,145.040868,-37.839986,27178,1303,HAWTHORN,BOROONDARA,Auburn
Grass,null,Hockey,Matlock Reserve,1,3. Average,null,BOROON11054,3126,26 - 50 Years,Street,Unisex,145.072195,-37.828345,25342,1304,CANTERBURY,BOROONDARA,Matlock
null,383,Karate,Kew Recreation Centre,1,5. Very Good,1 - 5 Years,BOROON11049,3101,Same as above,Street,Same as above,145.03848,-37.803608,25279,1305,KEW,BOROONDARA,High
null,8,Lacrosse,Ashburton Pool and Recreation Centre,1,4. Good,N/A,BOROON11001,3147,11 - 25 Years,Avenue,"Female, Male",145.085201,-37.866851,25192,1306,ASHBURTON,BOROONDARA,Warner
null,22,Lacrosse,Dorothy Laver Reserve,1,3. Average,1 - 5 Years,BOROON11020,3146,11 - 25 Years,Street,"Umpire/Officials, Unisex",145.063389,-37.865795,25234,1307,GLEN IRIS,BOROONDARA,Dunlop
null,1A,Lacrosse,Eric Raven Reserve,1,5. Very Good,N/A,BOROON11021,3146,0 - 5 Years,Street,"Female, Male, Umpire/Officials, Unisex",145.062932,-37.861431,25236,1308,GLEN IRIS,BOROONDARA,High
Grass,null,Lawn Bowls,Ashburton Bowls Club,2,3. Average,null,BOROON10999,3147,11 - 25 Years,Avenue,"Female, Male",145.085411,-37.865266,25185,1309,ASHBURTON,BOROONDARA,Samarinda
Artificial Turf,null,Lawn Bowls,Auburn Bowls Club,2,null,null,BOROON11002,3123,null,Street,null,145.046559,-37.827119,25196,1310,HAWTHORN EAST,BOROONDARA,Munro
Grass,null,Lawn Bowls,Burwood District Bowls Club,2,3. Average,null,BOROON11012,3125,26 - 50 Years,Road,"Female, Male",145.093555,-37.855233,25325,1311,BURWOOD,BOROONDARA,Warrigal
Grass,1,Lawn Bowls,Camberwell Central Bowls Club,2,3. Average,Upgrade in progress,BOROON11014,3124,51 Years +,Street,"Female, Male",145.062814,-37.839001,25327,1312,CAMBERWELL,BOROONDARA,Bowen
null,41,Lawn Bowls,Glenferrie Hill Bowls Club,null,null,null,BOROON11028,3122,null,Street,null,145.035,-37.8325,25249,1313,HAWTHORN,BOROONDARA,Glen
Grass,1,Lawn Bowls,Hawthorn Bowling Club,2,2. Poor,null,BOROON11038,3122,51 Years +,Street,null,145.019059,-37.819439,25332,1314,HAWTHORN,BOROONDARA,Wood
Grass,397,Lawn Bowls,Kew Heights Sports Club,3,null,null,BOROON11048,3101,null,Road,null,145.052962,-37.816157,25338,1315,KEW,BOROONDARA,Barkers
Grass,null,Lawn Bowls,Melbourne Cricket Club Bowls Club,2,3. Average,null,BOROON11055,3122,26 - 50 Years,Avenue,null,145.037305,-37.82542,25343,1316,HAWTHORN,BOROONDARA,Swinburne
Artificial Turf,60,Lawn Bowls,North Balwyn Bowls Club,3,3. Average,null,BOROON11058,3104,51 Years +,Avenue,"Female, Male",145.07574,-37.799894,25344,1317,BALWYN NORTH,BOROONDARA,Buchanan
Synthetic,101,Netball,Macleay Park,8,5. Very Good,1 - 5 Years,BOROON11052,3104,6 - 10 Years,Road,"Female, Male, Umpire/Officials, Unisex",145.074195,-37.800369,25340,1318,BALWYN NORTH,BOROONDARA,Belmore
null,230,Netball (Indoor),Balwyn Leisure Centre,1,2. Poor,11 + Years,BOROON11005,3104,26 - 50 Years,Road,"Female, Male",145.08444,-37.801945,25205,1319,BALWYN NORTH,BOROONDARA,Balwyn
null,null,Netball (Indoor),Boroondara Sports Complex,3,5. Very Good,N/A,BOROON11008,3104,6 - 10 Years,Road,"Female, Male",145.087004,-37.803522,25214,1320,BALWYN NORTH,BOROONDARA,Belmore
Grass,423,Rugby Union,Auburn Quarry Reserve,1,2. Poor,N/A,BOROON11003,3123,11 - 25 Years,Road,"Male, Umpire/Officials",145.042996,-37.840687,25199,1321,HAWTHORN EAST,BOROONDARA,Auburn
Grass,20-28,Rugby Union,Burke Road South Reserve,1,1. Very Poor,1 - 5 Years,BOROON11010,3122,11 - 25 Years,Avenue,"Umpire/Officials, Unisex",145.050524,-37.84867,25219,1322,HAWTHORN,BOROONDARA,Sinclair
Concrete,387,Skating,Junction Skate and BMX Park,1,4. Good,1 - 5 Years,BOROON11045,3123,11 - 25 Years,Road,null,145.051567,-37.83078,25337,1323,HAWTHORN EAST,BOROONDARA,Riversdale
null,null,Skating,Markham Reserve,1,5. Very Good,null,BOROON11053,3147,0 - 5 Years,Avenue,null,145.082091,-37.87221,25341,1324,ASHBURTON,BOROONDARA,Markham
null,627,Snooker / Billiards / Pool,Club Hawthorn,2,4. Good,6 - 10 Years,BOROON11074,3122,51 Years +,Road,"Female, Male",145.035002,-37.823253,25847,1325,HAWTHORN,BOROONDARA,Glenferrie
Grass,339,Soccer,Ashburton Park,1,4. Good,1 - 5 Years,BOROON11000,3147,0 - 5 Years,Street,"Female, Male, Umpire/Officials",145.087068,-37.863211,25187,1326,ASHBURTON,BOROONDARA,High
Grass,118,Soccer,Deepdene Park,1,3. Average,< 1 Years,BOROON11019,3103,11 - 25 Years,Road,"Umpire/Officials, Unisex",145.067802,-37.812824,25232,1327,BALWYN,BOROONDARA,Whitehorse
Grass,100,Soccer,Ferndale Park,1,null,null,BOROON11023,3146,null,Road,null,145.068359,-37.853075,25240,1328,GLEN IRIS,BOROONDARA,Glen Iris
Grass,25,Soccer,Frog Hollow Reserve,1,3. Average,N/A,BOROON11026,3124,6 - 10 Years,Avenue,"Umpire/Officials, Unisex",145.072328,-37.837688,25245,1329,CAMBERWELL,BOROONDARA,Fordham
null,null,Soccer,H.A. Smith Reserve,2,1. Very Poor,< 1 Years,BOROON11035,3122,26 - 50 Years,Road,"Umpire/Officials, Unisex",145.034963,-37.836571,25262,1330,HAWTHORN,BOROONDARA,Reserve
Grass,19A,Soccer,Hartwell Sports Ground,2,3. Average,N/A,BOROON11037,3125,6 - 10 Years,Road,"Umpire/Officials, Unisex",145.08707,-37.854419,25265,1331,BURWOOD,BOROONDARA,Bath
Grass,null,Soccer,Hays Paddock,2,5. Very Good,New facility under construction,BOROON11040,3102,0 - 5 Years,Road,"Female, Male, Umpire/Officials, Unisex",145.058406,-37.789057,25268,1332,KEW EAST,BOROONDARA,Kibly
Grass,840,Soccer,Highfield Park,1,4. Good,Upgrade in progress,BOROON11041,3124,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.085343,-37.836192,25270,1333,CAMBERWELL,BOROONDARA,Riversdale
Grass,209,Soccer,Hislop Park,3,3. Average,N/A,BOROON11043,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.081957,-37.800121,25272,1334,BALWYN NORTH,BOROONDARA,Balwyn
Grass,332,Soccer,Howard Dawson Reserve,1,3. Average,N/A,BOROON11044,3146,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.054364,-37.850766,25274,1335,GLEN IRIS,BOROONDARA,Burke
Grass,101,Soccer,Macleay Park,3,4. Good,N/A,BOROON11052,3104,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.074195,-37.800369,25288,1336,BALWYN NORTH,BOROONDARA,Belmore
Grass,null,Soccer,Markham Reserve,1,3. Average,N/A,BOROON11053,3147,0 - 5 Years,Avenue,"Male, Umpire/Officials",145.082091,-37.87221,25290,1337,ASHBURTON,BOROONDARA,Markham
Grass,115,Soccer,Stradbroke Park,1,5. Very Good,N/A,BOROON11063,3102,0 - 5 Years,Road,"Female, Male, Umpire/Officials",145.061077,-37.799252,25302,1338,KEW EAST,BOROONDARA,Harp
Grass,7,Soccer,Warner Reserve,1,3. Average,N/A,BOROON11068,3147,0 - 5 Years,Avenue,"Umpire/Officials, Unisex",145.0842,-37.86792,25313,1339,ASHBURTON,BOROONDARA,Samarinda
Grass,58,Soccer,Watson Park,1,4. Good,N/A,BOROON11069,3147,0 - 5 Years,Street,"Umpire/Officials, Unisex",145.074431,-37.869496,25316,1340,ASHBURTON,BOROONDARA,Munro
Grass,27,Soccer,Willsmere Reserve,1,3. Average,N/A,BOROON11071,3102,6 - 10 Years,Grove,"Umpire/Officials, Unisex",145.044497,-37.789651,25319,1341,KEW EAST,BOROONDARA,Willow
null,8,Soccer (Indoor Soccer / Futsal),Ashburton Pool and Recreation Centre,2,4. Good,N/A,BOROON11001,3147,11 - 25 Years,Avenue,"Female, Male",145.085201,-37.866851,25193,1342,ASHBURTON,BOROONDARA,Warner
null,null,Soccer (Indoor Soccer / Futsal),Boroondara Sports Complex,3,5. Very Good,N/A,BOROON11008,3104,6 - 10 Years,Road,"Female, Male",145.087004,-37.803522,25215,1343,BALWYN NORTH,BOROONDARA,Belmore
null,627,Squash / Racquetball,Club Hawthorn,3,4. Good,6 - 10 Years,BOROON11074,3122,51 Years +,Road,"Female, Male",145.035002,-37.823253,25846,1344,HAWTHORN,BOROONDARA,Glenferrie
null,6,Squash / Racquetball,Grace Park Tennis,1,null,null,BOROON11032,3122,null,Crescent,null,145.029343,-37.82028,25257,1345,HAWTHORN,BOROONDARA,Hilda
"25m Pool - Indoor, 25m Pool - Outdoor, Childrens Learning Pool, Rehabilitation Pool, Spa/Sauna, Toddlers Pool",8,Swimming,Ashburton Pool and Recreation Centre,7,4. Good,N/A,BOROON11001,3147,11 - 25 Years,Avenue,"Female, Male",145.085201,-37.866851,25194,1346,ASHBURTON,BOROONDARA,Warner
"50m Pool - Outdoor, Childrens Learning Pool, Diving Pool, Toddlers Pool",null,Swimming,Boroondara Sports Complex,4,5. Very Good,N/A,BOROON11008,3104,6 - 10 Years,Road,"Female, Male",145.087004,-37.803522,25216,1347,BALWYN NORTH,BOROONDARA,Belmore
null,null,Swimming,Hawthorn Aquatic and Leisure Centre,null,null,New facility under construction,BOROON11111,3122,0 - 5 Years,Crescent,null,145.033478,-37.820839,25844,1348,HAWTHORN,BOROONDARA,Linda
"25m Pool - Indoor, Childrens Learning Pool, Recreation / Play Water Space, Spa/Sauna, Toddlers Pool",383,Swimming,Kew Recreation Centre,6,5. Very Good,11 + Years,BOROON11049,3101,11 - 25 Years,Street,"Female, Male",145.03848,-37.803608,25280,1349,KEW,BOROONDARA,High
"Artificial Turf, Clay",7,Tennis (Outdoor),Anderson Park,6,3. Average,null,BOROON10998,3123,26 - 50 Years,Street,"Female, Male",145.048617,-37.839707,25184,1350,HAWTHORN EAST,BOROONDARA,Anderson
Artificial Turf,4,Tennis (Outdoor),Balwyn Park,3,2. Poor,null,BOROON11006,3103,26 - 50 Years,Road,Unisex,145.078117,-37.814139,25324,1351,BALWYN,BOROONDARA,Cherry
null,null,Tennis (Outdoor),Boroondara Tennis Centre,23,5. Very Good,< 1 Years,BOROON11009,3104,26 - 50 Years,Road,"Female, Male",145.079937,-37.779069,25217,1352,BALWYN NORTH,BOROONDARA,Thompson
Clay,282,Tennis (Outdoor),Burwood Reserve,5,3. Average,1 - 5 Years,BOROON11013,3125,11 - 25 Years,Road,"Female, Male",145.093232,-37.854181,25326,1353,BURWOOD,BOROONDARA,Warrigal
Clay,420,Tennis (Outdoor),Camberwell Sports Ground,5,3. Average,null,BOROON11015,3124,11 - 25 Years,Road,null,145.062361,-37.837923,25328,1354,CAMBERWELL,BOROONDARA,Camberwell
Clay,25,Tennis (Outdoor),Canterbury Sports Ground,4,3. Average,null,BOROON11016,3127,51 Years +,Road,"Female, Male",145.088271,-37.822223,25329,1355,SURREY HILLS,BOROONDARA,Croydon
